,name,emb1,emb2,emb3,emb4,emb5,emb6,emb7,emb8,emb9,emb10,emb11,emb12,emb13,emb14,emb15,emb16,emb17,emb18,emb19,emb20,emb21,emb22,emb23,emb24,emb25,emb26,emb27,emb28,emb29,emb30,emb31,emb32,emb33,emb34,emb35,emb36,emb37,emb38,emb39,emb40,emb41,emb42,emb43,emb44,emb45,emb46,emb47,emb48,emb49,emb50,emb51,emb52,emb53,emb54,emb55,emb56,emb57,emb58,emb59,emb60,emb61,emb62,emb63,emb64,emb65,emb66,emb67,emb68,emb69,class
10,abhay_012.png,9.692627,-38.8079,-17.334488,9.927166,18.267921,-38.758247,-9.578548,19.237291,-33.892452,-20.987843,-4.3653145,-50.363842,20.266197,-3.7134342,-50.87641,-4.3600163,30.033297,-25.736855,-20.67965,8.544255,-98.548775,-4.9469533,26.572437,48.354042,25.84597,14.311583,101.9215,-11.060676,13.902607,-89.122086,10.687649,15.523857,-84.76886,-9.30697,56.605732,22.617188,5.1663203,22.855837,3.3727293,5.1495113,-27.190649,-102.43751,13.862717,-20.998688,-106.12242,-25.517157,97.69899,35.93261,1.991252,59.37838,24.726286,5.1495113,-27.190649,-102.43751,13.862717,-20.998688,-106.12242,-48.568108,0.06917,5.114292,-32.34691,-26.959953,-64.52528,-7.31407,0.72105026,4.6017227,-1.5539862,-39.22081,-10.957825,tree
11,abhay_013.png,10.194234,-38.67916,-13.960461,9.803713,18.381136,-37.806877,-9.969343,19.022404,-32.399963,-21.000532,-5.2048798,-52.655663,20.210424,-3.0898838,-50.587414,-4.4512644,29.70971,-24.259644,-21.48072,7.876686,-93.33068,-4.8101864,26.559029,47.100384,26.13615,13.964256,98.83465,-11.196819,13.176256,-90.46254,10.241081,15.93252,-82.98738,-9.261451,56.268738,22.84074,4.65543,21.840942,5.5039654,5.372394,-27.455404,-100.532555,14.060336,-20.79414,-100.83829,-25.830664,96.9004,32.910755,0.83617496,58.567604,23.354874,5.372394,-27.455404,-100.532555,14.060336,-20.79414,-100.83829,-48.41474,-1.0054302,5.584957,-32.92118,-27.384722,-61.1121,-7.203783,1.1095657,7.653206,-1.9748442,-39.979492,-9.377839,tree
12,abhay_014.png,8.9929905,-38.97597,-18.001335,11.5889435,17.466545,-34.761246,-10.61521,19.731535,-29.875893,-21.762089,-2.2310333,-47.519478,20.003292,-3.7454739,-49.021347,-3.8358746,31.112448,-22.156569,-20.738085,8.819918,-99.46312,-5.7257395,26.634071,48.66462,26.308456,15.129087,95.09272,-10.173146,15.235512,-82.28072,9.3880825,15.986061,-78.89724,-9.561614,57.74652,26.508049,5.5703716,23.949005,-4.3704023,5.153979,-26.465181,-96.50586,12.046939,-20.265182,-100.674774,-24.888739,99.44721,40.733177,2.9115155,60.20025,17.407135,5.153979,-26.465181,-96.50586,12.046939,-20.265182,-100.674774,-50.531815,2.7511082,6.137108,-32.561604,-27.255861,-68.502396,-8.766432,1.2366676,4.6352386,-0.52740574,-38.760845,-22.074291,tree
13,abhay_015.png,9.57851,-38.83622,-19.45493,9.8096695,18.410273,-38.114555,-10.029745,19.57332,-33.181248,-21.071037,-4.198742,-52.108704,20.4076,-4.0719376,-53.66431,-4.7150784,30.40325,-25.072529,-20.788,7.665292,-101.21912,-4.8123035,26.200386,50.32371,25.763115,15.6028805,99.761444,-11.261369,14.211531,-90.22326,10.377855,15.501383,-86.84556,-9.527382,56.603634,25.251183,4.975116,23.268171,-1.4576778,4.7693624,-26.89059,-105.58183,13.504146,-21.06894,-110.39684,-25.558113,97.70576,40.609753,1.8488259,59.838493,22.09361,4.7693624,-26.89059,-105.58183,13.504146,-21.06894,-110.39684,-48.60053,0.3996315,6.166027,-31.929596,-28.033175,-66.72115,-7.121891,0.52643585,4.61042,-1.3541763,-38.63068,-17.283422,tree
14,abhay_024.png,8.562139,-39.072872,-21.38667,11.415506,16.86526,-36.60752,-9.764687,20.747036,-32.271034,-21.653133,-1.2246895,-49.92157,19.29455,-4.2580776,-57.289997,-4.3315306,29.757292,-29.08048,-22.323755,5.924469,-103.99707,-4.114213,27.587189,43.43253,26.17165,15.495234,94.67579,-10.237627,15.64057,-86.52909,9.529864,16.488958,-89.561035,-8.445744,57.34448,14.352049,3.8478947,21.419703,-9.3212805,5.5453467,-27.136631,-103.92423,10.871167,-18.879591,-114.93923,-24.228718,100.12168,31.747187,2.5065918,56.788254,16.05692,5.5453467,-27.136631,-103.92423,10.871167,-18.879591,-114.93923,-51.129757,5.0081615,7.708622,-33.50012,-30.11509,-63.561394,-10.182074,1.9747734,0.3401947,-3.2142553,-42.207047,-12.318131,tree
15,abhay_025.png,10.24156,-38.66666,-16.672745,10.357439,18.008106,-30.786175,-10.371021,19.664154,-27.044737,-20.21485,-1.3527889,-50.540325,20.01043,-1.4830418,-51.46153,-3.7774062,30.718386,-28.073034,-21.39275,7.9162807,-102.406944,-3.3262608,29.240952,40.716316,25.849888,15.047081,97.229805,-9.85741,16.655317,-81.3265,9.639407,18.181112,-78.50626,-7.1036673,59.959335,12.643283,4.457136,22.963362,-5.1771383,7.50763,-24.504848,-93.26733,12.757486,-17.992043,-99.91093,-24.468708,101.11951,24.584106,1.3390572,59.136517,16.227524,7.50763,-24.504848,-93.26733,12.757486,-17.992043,-99.91093,-50.71141,0.9694786,2.9082947,-33.351334,-28.475685,-65.70322,-10.486135,0.83922577,1.9870911,-4.1751876,-42.669556,-9.189726,tree
16,abhay_026.png,11.161451,-38.41122,-10.50183,9.905647,18.030573,-30.143509,-11.099507,19.772577,-25.21416,-20.750814,-2.2460308,-44.106487,18.503836,-1.8439693,-52.06912,-2.7902956,30.168224,-23.8619,-21.56395,7.1484604,-100.72798,-2.9649434,26.58017,43.24286,26.605965,14.607988,89.97846,-10.845167,15.784542,-74.24999,7.4043283,17.928608,-77.28328,-5.755239,56.748394,19.38096,5.042014,21.756449,-10.749521,6.959995,-24.776062,-81.091125,11.922068,-18.333231,-91.4458,-23.560402,97.309,26.222095,0.5242748,58.018288,3.4130054,6.959995,-24.776062,-81.091125,11.922068,-18.333231,-91.4458,-49.67991,0.48693466,7.473259,-34.160984,-28.573599,-67.00078,-10.425257,0.8889961,-0.48937225,-4.590076,-40.54578,-20.265179,tree
17,abhay_027.png,9.634774,-38.8223,-20.910603,10.844133,18.162497,-32.204582,-10.487898,19.19069,-29.1908,-21.24511,-1.8955708,-49.89262,19.891788,-1.1416187,-50.92337,-3.8348985,30.108604,-26.282919,-22.468796,6.8918962,-104.61139,-4.4599986,27.600788,46.710983,26.885746,14.585865,96.62964,-10.400976,16.266926,-82.0972,9.403891,18.04907,-80.11417,-8.294897,57.709393,20.428062,4.41695,21.47776,-7.9817495,5.9183044,-25.263607,-98.55432,12.354158,-18.064997,-105.47826,-24.614178,99.23993,36.885185,1.4666817,57.591827,17.382334,5.9183044,-25.263607,-98.55432,12.354158,-18.064997,-105.47826,-50.635258,0.61829567,3.0988808,-34.56811,-29.043072,-69.33641,-9.498362,1.3722477,2.0681305,-3.2223685,-42.057995,-19.417753,tree
18,abhay_028.png,9.171246,-38.93441,-15.029441,13.019579,16.453665,-28.780743,-9.4493265,20.390778,-24.662727,-21.533459,1.2702332,-48.765213,19.977177,-1.5446339,-48.040222,-3.9153128,31.214252,-16.011408,-22.963078,7.064898,-92.98338,-3.2859812,26.512772,50.174465,25.514435,14.185667,84.50103,-8.513881,17.723898,-77.54595,10.527851,18.846144,-72.70295,-7.201294,57.727024,34.16306,2.5513554,21.250565,-8.48235,7.401188,-24.55472,-86.912155,12.955275,-16.744059,-93.39563,-23.116364,100.005646,43.529263,0.123931885,56.840767,12.210327,7.401188,-24.55472,-86.912155,12.955275,-16.744059,-93.39563,-52.08394,4.219057,3.0205383,-35.175156,-30.555826,-66.74297,-10.573303,1.4041901,3.7455292,-6.3747406,-42.88293,-32.416412,tree
19,ameya_001.png,-5.725796,-39.58807,-3.587697,10.116624,15.632412,-36.083046,-11.123407,16.71222,-40.69951,-18.805939,-5.9264717,-57.290535,20.471329,-9.810188,-41.608215,20.408508,12.344469,-72.30092,4.1616592,29.812954,-2.65833,-25.667679,15.207726,81.61345,4.22424,25.182095,70.214615,-8.689316,9.70594,-93.37358,9.34792,6.902031,-82.307724,-5.259171,27.552195,9.312528,8.385899,54.99505,67.55629,-9.65553,-29.286083,-97.98872,-1.1374578,-33.28209,-84.86797,-4.292957,66.54422,13.927673,18.871277,95.17917,70.11654,-9.65553,-29.286083,-97.98872,-1.1374578,-33.28209,-84.86797,-47.071762,4.3403625,-18.551956,-32.559418,21.921137,53.6522,-7.7944965,0.45664597,-2.8696365,-2.6674986,31.895506,42.25337,tree
20,ameya_002.png,-2.7896273,-39.902607,-2.0132618,9.259982,16.332027,-36.00705,-9.873796,17.459864,-37.6899,-18.446726,-6.180086,-55.462044,20.230902,-6.7812347,-42.725105,21.49253,11.863213,-73.459114,4.610915,30.233398,-7.495703,-25.29649,13.425125,80.44883,4.001893,22.619663,67.74361,-9.186745,10.151941,-91.46909,10.357105,10.678629,-80.415,-3.8039594,25.288338,6.98972,8.612808,52.85306,60.2479,-6.6937094,-28.034113,-95.21532,2.2848163,-30.94053,-80.695305,-6.296994,63.474392,10.73594,16.685097,94.47222,60.528202,-6.6937094,-28.034113,-95.21532,2.2848163,-30.94053,-80.695305,-45.325512,1.860014,-13.023552,-32.508026,22.53547,51.156788,-6.6478834,1.2588654,-0.28661346,-3.209642,31.730007,38.45156,tree
21,ameya_003.png,-3.3877087,-39.85629,-1.4104102,9.920626,16.339033,-35.902637,-9.751322,17.568495,-37.979546,-18.299807,-5.759947,-56.640778,20.657127,-6.7704086,-42.25514,21.451454,11.920658,-81.94986,4.726134,30.136045,-7.236516,-26.233673,13.274357,73.983284,3.964408,22.142143,64.878784,-8.379181,10.579086,-92.54342,10.905806,10.798086,-80.23469,-4.782218,25.195015,-7.9665723,8.690541,52.27819,57.642265,-6.526012,-27.746042,-94.85289,2.2772198,-30.58936,-80.74603,-6.6353865,63.52014,-5.6571016,17.319128,93.665634,58.153618,-6.526012,-27.746042,-94.85289,2.2772198,-30.58936,-80.74603,-46.063805,2.2129173,-13.995411,-32.63542,22.26116,60.99672,-7.106871,1.2024555,0.39022827,-2.4373431,31.128946,51.892216,tree
22,ameya_004.png,-3.2885733,-39.864586,-2.0006707,9.6944065,16.361069,-34.128162,-8.84787,16.980186,-36.36867,-17.70868,-5.408243,-53.81037,20.544086,-6.056259,-39.111023,21.37908,11.350302,-78.58282,4.5086017,30.196585,-0.38576937,-25.328602,13.116862,75.3139,4.133329,21.476635,66.20152,-8.014273,10.952826,-87.93854,11.696216,10.923927,-75.47969,-3.9495213,24.467165,-3.2689092,8.641931,51.67322,65.81575,-6.1462154,-27.29049,-90.83129,3.2510118,-30.56193,-76.58828,-5.8175783,62.71048,-0.3761537,17.087133,93.15907,66.92433,-6.1462154,-27.29049,-90.83129,3.2510118,-30.56193,-76.58828,-44.4402,1.7882462,-14.733408,-32.455143,23.257954,63.91998,-6.187436,1.1402302,-0.034057617,-2.9932117,31.617725,54.80759,tree
23,ameya_005.png,-3.1839051,-39.87308,-0.027274132,8.983333,16.786674,-36.85299,-9.271387,16.673868,-38.83523,-17.54942,-6.287855,-59.010136,20.049866,-6.2629566,-42.385487,21.48797,11.944811,-80.27293,4.2512007,30.295204,-4.292267,-25.689873,13.680546,78.46584,4.735917,22.09436,67.396164,-8.566087,10.498819,-95.86312,10.77848,10.410912,-81.22072,-4.2019033,25.625357,-1.8070817,8.987118,52.389565,63.103893,-6.371266,-27.47656,-96.83054,2.2158484,-31.359867,-80.307846,-6.3967247,63.60074,-0.83966255,17.54975,94.16034,62.19102,-6.371266,-27.47656,-96.83054,2.2158484,-31.359867,-80.307846,-44.83107,0.23949242,-14.802193,-33.055668,22.49809,61.28042,-7.231784,0.26439095,1.8224564,-2.6298766,30.911905,50.210735,tree
24,ameya_006.png,-3.714137,-39.827194,0.2294538,9.688949,16.2862,-35.1024,-8.942604,15.787029,-38.558384,-18.82245,-5.678463,-54.715363,20.112202,-5.6778507,-40.222866,21.129948,11.72413,-81.792145,4.4972277,29.383724,-3.6960273,-26.19369,14.654128,77.17631,4.725279,22.83871,66.296906,-9.133503,10.607737,-89.817764,11.169598,10.109179,-78.78125,-5.0637417,26.378258,-4.615837,9.2225065,52.222435,62.60088,-7.628243,-27.620264,-90.424416,2.2360635,-31.317205,-77.71569,-6.569001,64.60626,-4.009184,18.15604,93.64882,61.53532,-7.628243,-27.620264,-90.424416,2.2360635,-31.317205,-77.71569,-45.077244,-0.095357895,-15.482273,-32.639618,21.261791,64.39761,-6.1425915,-0.094745636,-0.9897766,-1.7206497,29.446373,53.518215,tree
25,ameya_007.png,-3.2195377,-39.87022,0.9192383,9.530294,16.593548,-35.784508,-9.277962,16.591515,-37.406452,-18.042662,-5.7377796,-57.27008,20.684483,-5.6149254,-40.860622,21.393856,11.376679,-80.293785,4.4468484,28.902563,-6.891995,-25.655952,13.520275,78.16631,4.7108707,23.146145,67.49017,-8.512368,10.855768,-93.05459,11.406522,10.976589,-78.267075,-4.262096,24.896955,-2.1274729,9.15772,52.04871,60.59818,-6.4660134,-27.264301,-93.13578,2.921092,-30.643782,-76.347404,-6.30845,63.017025,-2.046277,17.643148,93.66908,58.678505,-6.4660134,-27.264301,-93.13578,2.921092,-30.643782,-76.347404,-45.107956,0.3035164,-14.042147,-32.71492,21.331734,58.98072,-6.3808084,0.42637062,2.3673096,-2.3480988,30.957603,48.30458,tree
26,ameya_008.png,-3.3343244,-39.860786,0.20355439,9.521346,16.307453,-35.6707,-8.771061,16.019579,-37.883034,-18.435389,-5.9939404,-54.55693,20.484068,-5.7815857,-37.553677,21.172228,11.386637,-78.611206,4.447461,28.357283,-8.007703,-25.462362,13.81945,79.65146,4.232826,23.224812,66.227646,-8.914042,10.313513,-90.22763,11.713007,10.237993,-75.436714,-4.2901344,25.206087,1.0402517,8.680287,51.582092,58.219944,-6.991491,-27.767868,-90.96385,3.121807,-31.402195,-74.29338,-6.2126856,63.287468,1.7764773,17.271488,93.22228,57.076607,-6.991491,-27.767868,-90.96385,3.121807,-31.402195,-74.29338,-44.744843,-0.154562,-16.385517,-32.66345,20.662766,54.550766,-5.8253846,0.057792664,0.6177368,-2.9682603,30.068127,41.126953,tree
27,ameya_009.png,-2.74854,-39.905457,-1.2416823,9.273814,16.939848,-36.22903,-8.89255,15.777679,-38.165653,-17.564342,-6.369934,-57.24444,20.001888,-5.4866714,-40.03929,21.682596,11.370089,-72.07997,4.541134,29.320868,-2.905325,-24.961105,12.992868,80.64519,4.3252463,22.866644,68.97141,-8.290528,10.569914,-93.47347,11.109339,10.291008,-78.20494,-3.2785087,24.362957,8.565217,8.866381,52.18751,66.066086,-5.9096527,-27.356062,-95.55987,3.2313833,-31.593933,-78.60191,-5.6593843,62.288933,10.651611,16.744335,94.07245,66.46306,-5.9096527,-27.356062,-95.55987,3.2313833,-31.593933,-78.60191,-44.087326,-1.2237492,-16.759417,-32.803593,21.848164,52.662426,-6.521096,-0.34048653,0.44573212,-3.5172431,31.72194,40.988647,tree
28,ameya_010.png,-2.9299476,-39.892548,-1.8333881,9.329867,16.723202,-35.500965,-9.595673,15.829794,-38.71905,-18.03108,-5.8991756,-55.193897,20.201378,-5.3682175,-39.523132,21.2659,11.398852,-78.25533,5.0240364,28.508165,-6.2780538,-25.682316,13.453147,79.490295,4.636138,23.598827,66.93688,-8.701213,10.824026,-90.69486,10.605705,10.461576,-78.24218,-4.416416,24.852,1.2349563,9.660174,52.106995,60.658833,-6.258689,-27.261177,-93.49308,2.3032856,-31.23832,-79.11074,-6.85894,62.937202,4.033177,17.962593,93.806885,61.527386,-6.258689,-27.261177,-93.49308,2.3032856,-31.23832,-79.11074,-45.57486,-0.89541054,-16.604298,-32.146244,20.722004,56.661404,-7.3424044,-0.36445236,-0.9335327,-1.8277882,30.867683,44.107998,tree
29,ameya_011.png,-3.036109,-39.88461,-2.2977815,9.023746,16.676407,-36.307858,-9.794991,16.146317,-38.036095,-18.201689,-6.0087757,-57.144028,21.290272,-6.1642685,-40.097965,21.844019,11.238321,-73.230255,4.945903,28.450779,-11.469775,-25.9426,13.145924,84.851776,4.651292,23.706293,70.826294,-9.177943,10.667631,-93.45189,11.495282,9.982048,-78.13406,-4.0985813,24.384245,11.621522,9.597195,52.157074,59.356518,-6.820505,-27.35662,-96.67242,3.0656261,-31.762915,-79.509094,-6.4560194,62.408497,14.84205,18.026852,93.90204,60.731552,-6.820505,-27.35662,-96.67242,3.0656261,-31.762915,-79.509094,-45.736885,-0.36751175,-16.035587,-33.02917,21.095747,45.607635,-6.2449236,-0.52300453,1.0104752,-2.4352791,31.656116,31.582155,tree
30,ameya_012.png,-2.3965788,-39.928143,-2.4921608,8.917762,17.0758,-37.784935,-9.618773,16.092857,-39.034054,-17.598562,-6.7133713,-59.280617,20.881351,-5.7411957,-41.979694,21.251347,11.2675,-75.92228,4.8675585,28.272636,-10.044376,-25.82993,13.391336,80.47073,4.546321,24.375797,69.253174,-8.680801,10.362429,-97.06555,11.262578,10.351662,-81.01375,-4.5785837,24.658836,4.548455,9.413879,52.648434,59.208794,-5.7559695,-27.321043,-100.39216,3.544589,-31.821156,-82.67146,-7.503415,62.342308,7.875065,17.131868,94.82125,60.86651,-5.7559695,-27.321043,-100.39216,3.544589,-31.821156,-82.67146,-45.30066,-1.7128506,-15.05357,-32.50509,20.764574,50.404556,-6.820743,-0.740675,2.2473526,-2.1288388,31.749035,39.186993,tree
31,ameya_013.png,-3.671266,-39.83117,-1.5230982,9.336652,17.010323,-35.37162,-8.474468,16.658073,-38.180614,-17.876175,-5.5221424,-56.201164,20.056793,-6.0868874,-40.42484,20.73583,11.734442,-79.04691,4.6593447,29.384708,-1.1190915,-23.377216,15.669632,83.59824,3.2151365,22.517786,71.55755,-8.539522,11.48818,-91.572784,11.582325,10.571186,-78.60545,-2.6413856,27.404074,4.551329,7.874481,51.902496,70.43846,-7.008142,-26.325619,-93.89604,2.7084122,-31.277353,-79.32839,-4.172766,65.21787,6.8745856,16.748394,93.75104,71.1614,-7.008142,-26.325619,-93.89604,2.7084122,-31.277353,-79.32839,-44.221962,-0.22641754,-15.703638,-32.08203,21.810839,63.432858,-6.2889924,-0.7911625,0.07268524,-5.48968,28.658993,51.39217,tree
32,ameya_014.png,8.334118,-39.122147,-25.731344,8.064507,18.910072,-47.06756,-9.326866,18.136387,-42.741276,-18.117437,-11.079899,-57.916138,17.632774,-8.09671,-63.419212,-3.881844,29.647593,-7.377147,-19.118492,8.854834,-86.23708,-3.0442739,25.363197,49.857433,24.449327,20.533428,79.02892,-10.052931,7.8301735,-104.983696,8.305908,10.039677,-106.16049,-6.926118,55.01079,42.480286,5.3308363,29.388262,-7.2081623,4.132344,-33.316498,-127.494865,10.78887,-27.057947,-135.11201,-21.111393,96.15746,64.991455,2.8478746,66.485886,21.743359,4.132344,-33.316498,-127.494865,10.78887,-27.057947,-135.11201,-44.70485,-2.949318,7.1742783,-30.847813,-27.01744,-69.57159,-8.9546385,0.033870697,1.6712036,-3.35421,-31.84721,-40.4001,tree
